Family,Genus_name,Species_name,Clutch_size,English_name
142,Nectarinia,Nectarinia osea,2.4,Palestine Sunbird
142,Nectarinia,Nectarinia purpureiventris,2,Purple-breasted Sunbird
142,Nectarinia,Nectarinia reichenowi,1,Golden-winged Sunbird
142,Nectarinia,Nectarinia tacazze,1,Tacazze Sunbird
142,Promerops,Promerops cafer,2,Cape Sugarbird
142,Promerops,Promerops gurneyi,2,Gurney's Sugarbird
145,Amadina,Amadina erythrocephala,4.2,Red-headed Finch
145,Amadina,Amadina fasciata,5,Cut-throat
145,Amandava,Amandava amandava,5.3,Red Avadavat
145,Amblyospiza,Amblyospiza albifrons,3,Grosbeak Weaver
145,Anaplectes,Anaplectes rubriceps,2.6,Red-headed Weaver
145,Anomalospiza,Anomalospiza imberbis,2.9,Parasitic Weaver
145,Anthus,Anthus berthelotii,3.9,Berthelot's Pipit
145,Anthus,Anthus campestris,4.19,Tawny Pipit
145,Anthus,Anthus cervinus,5.36,Red-throated Pipit
145,Anthus,Anthus gustavi,4.5,Pechora Pipit
145,Anthus,Anthus hodgsoni,4.5,Olive-backed Pipit
145,Anthus,Anthus pratensis,5.05,Meadow Pipit
145,Anthus,Anthus rubescens,5.46,American Pipit
145,Anthus,Anthus similis,3,Long-billed Pipit
145,Anthus,Anthus spinoletta,4.92,Water Pipit
145,Anthus,Anthus spragueii,4.5,Sprague's Pipit
145,Anthus,Anthus trivialis,4.64,Tree Pipit
145,Brachycope,Brachycope anomala,3,Bob-tailed Weaver
145,Bubalornis,Bubalornis albirostris,3.5,White-billed Buffalo-Weaver
145,Bubalornis,Bubalornis niger,3.3,Red-billed Buffalo-Weaver
145,Carpospiza,Carpospiza brachydactyla,4.5,Pale Rock-Finch
145,Clytospiza,Clytospiza monteiri,6,Brown Twinspot
145,Cryptospiza,Cryptospiza jacksoni,2,Dusky Crimson-wing
145,Cryptospiza,Cryptospiza reichenovii,4,Red-faced Crimson-wing
145,Cryptospiza,Cryptospiza salvadorii,4,Abyssinian Crimson-wing
145,Dinemellia,Dinemellia dinemelli,3.5,White-headed Buffalo-Weaver
145,Estrilda,Estrilda astrild,4.9,Common Waxbill
145,Estrilda,Estrilda atricapilla,4.5,Black-headed Waxbill
145,Estrilda,Estrilda caerulescens,5,Lavender Waxbill
145,Estrilda,Estrilda erythronotos,4.5,Black-cheeked Waxbill
145,Estrilda,Estrilda kandti,4,Kandt's Waxbill
145,Estrilda,Estrilda melpoda,5,Orange-cheeked Waxbill
145,Estrilda,Estrilda nonnula,5.5,Black-crowned Waxbill
145,Estrilda,Estrilda paludicola,4.5,Fawn-breasted Waxbill
145,Estrilda,Estrilda perreini,4.3,Black-tailed Waxbill
145,Estrilda,Estrilda rhodopyga,4,Crimson-rumped Waxbill
145,Estrilda,Estrilda thomensis,3.5,Cinderella Waxbill
145,Estrilda,Estrilda troglodytes,4.5,Black-rumped Waxbill
145,Euplectes,Euplectes afer,3.1,Yellow-crowned Bishop
145,Euplectes,Euplectes albonotatus,2.6,White-winged Widowbird
145,Euplectes,Euplectes ardens,2.2,Red-collared Widowbird
145,Euplectes,Euplectes aureus,2.5,Golden-backed Bishop
145,Euplectes,Euplectes axillaris,2.8,Fan-tailed Widowbird
145,Euplectes,Euplectes capensis,3,Yellow Bishop
145,Euplectes,Euplectes diadematus,3.5,Fire-fronted Bishop
145,Euplectes,Euplectes franciscanus,3,Orange Bishop
145,Euplectes,Euplectes gierowii,3,Black Bishop
145,Euplectes,Euplectes hartlaubi,2,Marsh Widowbird
145,Euplectes,Euplectes hordeaceus,3,Black-winged Bishop
145,Euplectes,Euplectes jacksoni,3,Jackson's Widowbird
145,Euplectes,Euplectes macrourus,1.9,Yellow-shouldered Widowbird
145,Euplectes,Euplectes nigroventris,2.4,Zanzibar Bishop
145,Euplectes,Euplectes orix,3,Red Bishop
145,Euplectes,Euplectes progne,2.1,Long-tailed Widowbird
145,Euplectes,Euplectes psammocromius,2,Buff-shouldered Widowbird
145,Euschistospiza,Euschistospiza cinereovinacea,3,Dusky Twinspot
145,Euschistospiza,Euschistospiza dybowskii,5,Dybowski's Twinspot
145,Histurgops,Histurgops ruficauda,2.5,Rufous-tailed Weaver
145,Hypargos,Hypargos margaritatus,3,Pink-throated Twinspot
145,Hypargos,Hypargos niveoguttatus,4.5,Peters's Twinspot
145,Lagonosticta,Lagonosticta larvata,3.5,Black-throated Firefinch
145,Lagonosticta,Lagonosticta nitidula,4,Brown Firefinch
145,Lagonosticta,Lagonosticta rara,3.5,Black-bellied Firefinch
145,Lagonosticta,Lagonosticta rhodopareia,4,Jameson's Firefinch
145,Lagonosticta,Lagonosticta rubricata,3.7,African Firefinch
145,Lagonosticta,Lagonosticta rufopicta,4.5,Bar-breasted Firefinch
145,Lagonosticta,Lagonosticta senegala,3.5,Red-billed Firefinch
145,Lagonosticta,Lagonosticta virata,3.5,Mali Firefinch
145,Malimbus,Malimbus cassini,2,Black-throated Malimbe
145,Malimbus,Malimbus coronatus,2,Red-crowned Malimbe
145,Malimbus,Malimbus ibadanensis,1.5,Ibadan Malimbe
145,Malimbus,Malimbus malimbicus,1.5,Crested Malimbe
145,Malimbus,Malimbus nitens,1.92,Gray's Malimbe
145,Malimbus,Malimbus rubricollis,2,Red-headed Malimbe
145,Malimbus,Malimbus scutatus,2,Red-vented Malimbe
145,Mandingoa,Mandingoa nitidula,4.5,Green-backed Twinspot
145,Montifringilla,Montifringilla nivalis,4.5,White-winged Snowfinch
145,Motacilla,Motacilla alba,5.55,White Wagtail
145,Motacilla,Motacilla cinerea,4.98,Grey Wagtail
145,Motacilla,Motacilla citreola,5,Citrine Wagtail
145,Motacilla,Motacilla flava,5.4,Yellow Wagtail
145,Nesocharis,Nesocharis ansorgei,2.8,White-collared Oliveback
145,Nesocharis,Nesocharis capistrata,4,Grey-headed Oliveback
145,Nesocharis,Nesocharis shelleyi,3,Fernando Po Oliveback
145,Nigrita,Nigrita bicolor,3.5,Chestnut-breasted Negrofinch
145,Nigrita,Nigrita canicapilla,4.5,Grey-headed Negrofinch
145,Nigrita,Nigrita fusconota,4.5,White-breasted Negrofinch
145,Nigrita,Nigrita luteifrons,4,Pale-fronted Negrofinch
145,Ortygospiza,Ortygospiza atricollis,3.5,African Quailfinch
145,Ortygospiza,Ortygospiza gabonensis,3.5,Red-billed Quailfinch
145,Pachyphantes,Pachyphantes superciliosus,3.5,Compact Weaver
145,Padda,Padda oryzivora,5,Java Sparrow
145,Parmoptila,Parmoptila woodhousei,4,Woodhouse's Antpecker
145,Passer,Passer castanopterus,5.5,Somali Sparrow
145,Passer,Passer diffusus,3.3,Cape Sparrow
145,Passer,Passer domesticus,4,House Sparrow
145,Passer,Passer eminibey,3.5,Chestnut Sparrow
145,Passer,Passer euchlorus,2.5,Arabian Golden-Sparrow
145,Passer,Passer gongonensis,2,Parrot-billed Sparrow
145,Passer,Passer griseus,3.5,Grey-headed Sparrow
145,Passer,Passer hispaniolensis,4.6,Spanish Sparrow
145,Passer,Passer iagoensis,4,Iago Sparrow
145,Passer,Passer insularis,3,Socotra Sparrow
145,Passer,Passer luteus,4,Sudan Golden-Sparrow
145,Passer,Passer melanurus,3.5,Mossie
145,Passer,Passer moabiticus,4.5,Dead Sea Sparrow
145,Passer,Passer montanus,5,Eurasian Tree Sparrow
145,Passer,Passer motitensis,3.3,Southern Rufous-Sparrow
145,Passer,Passer rufocinctus,3.6,Kenya Rufous-Sparrow
145,Passer,Passer simplex,3.5,Desert Sparrow
145,Passer,Passer suahelicus,1,Swahili Sparrow
145,Passer,Passer swainsonii,4.5,Swainson's Sparrow
145,Petronia,Petronia dentata,2.5,Bush Petronia
145,Petronia,Petronia petronia,5.76,Rock Sparrow
145,Petronia,Petronia pyrgita,4,Yellow-spotted Petronia
145,Petronia,Petronia superciliaris,3,Yellow-throated Petronia
145,Petronia,Petronia xanthocollis,3.5,Chestnut-shouldered Petronia
145,Philetairus,Philetairus socius,3.6,Sociable Weaver
145,Plocepasser,Plocepasser mahali,2.5,White-browed Sparrow-Weaver
145,Plocepasser,Plocepasser superciliosus,2,Chestnut-crowned Sparrow-Weaver
145,Ploceus,Ploceus alienus,2,Strange Weaver
145,Ploceus,Ploceus angolensis,2,Bar-winged Weaver
145,Ploceus,Ploceus aurantius,2,Orange Weaver
145,Ploceus,Ploceus badius,2.5,Cinnamon Weaver
145,Ploceus,Ploceus baglafecht,2,Baglafecht Weaver
145,Ploceus,Ploceus bannermani,2,Bannerman's Weaver
145,Ploceus,Ploceus bertrandi,2,Bertrand's Weaver
145,Ploceus,Ploceus bicolor,3,Forest Weaver
145,Ploceus,Ploceus bojeri,2,Golden Palm Weaver
145,Ploceus,Ploceus capensis,2.6,Cape Weaver
145,Ploceus,Ploceus castaneiceps,3,Taveta Golden Weaver
145,Ploceus,Ploceus castanops,2.5,Northern Brown-throated Weaver
145,Ploceus,Ploceus cucullatus,2.3,Village Weaver
145,Ploceus,Ploceus dicrocephalus,2,Salvadori's Weaver
145,Ploceus,Ploceus galbula,2.5,Rueppell's Weaver
145,Ploceus,Ploceus grandis,1.5,Giant Weaver
145,Ploceus,Ploceus heuglini,2.2,Heuglin's Masked-Weaver
145,Ploceus,Ploceus insignis,2,Brown-capped Weaver
145,Ploceus,Ploceus intermedius,2.3,Lesser Masked Weaver
145,Ploceus,Ploceus jacksoni,2.5,Golden-backed Weaver
145,Ploceus,Ploceus katangae,1.8,Katanga Masked-Weaver
145,Ploceus,Ploceus luteolus,2.5,Little Weaver
145,Ploceus,Ploceus manyar,2.5,Streaked Weaver
145,Ploceus,Ploceus melanocephalus,2.5,Black-headed Weaver
145,Ploceus,Ploceus melanogaster,2,Black-billed Weaver
145,Ploceus,Ploceus nigerrimus,2,Vieillot's Black Weaver
145,Ploceus,Ploceus nigricollis,2,Black-necked Weaver
145,Ploceus,Ploceus ocularis,2.5,Spectacled Weaver
145,Ploceus,Ploceus olivaceiceps,2.5,Olive-headed Weaver
145,Ploceus,Ploceus pelzelni,2.5,Slender-billed Weaver
145,Ploceus,Ploceus princeps,1.5,Principe Golden-Weaver
145,Ploceus,Ploceus reichardi,2.5,Tanzania Masked-Weaver
145,Ploceus,Ploceus rubiginosus,2.9,Chestnut Weaver
145,Ploceus,Ploceus sanctithomae,1,Sao Tome Weaver
145,Ploceus,Ploceus spekei,2.1,Speke's Weaver
145,Ploceus,Ploceus subaureus,2.4,African Golden-Weaver
145,Ploceus,Ploceus taeniopterus,2.5,Northern Masked-Weaver
145,Ploceus,Ploceus temporalis,2.3,Bocage's Weaver
145,Ploceus,Ploceus velatus,2.5,Southern Masked-Weaver
145,Ploceus,Ploceus vitellinus,2.4,Vitelline Masked-Weaver
145,Ploceus,Ploceus xanthops,2,Holub's Golden-Weaver
145,Ploceus,Ploceus xanthopterus,2.4,Southern Brown-throated Weaver
145,Prunella,Prunella atrogularis,4.04,Black-throated Accentor
145,Prunella,Prunella collaris,3.5,Alpine Accentor
145,Prunella,Prunella modularis,5.1,Hedge Accentor
145,Prunella,Prunella montanella,5,Siberian Accentor
145,Prunella,Prunella ocularis,3.5,Radde's Accentor
145,Pseudonigrita,Pseudonigrita arnaudi,3.5,Grey-headed Social-Weaver
145,Pseudonigrita,Pseudonigrita cabanisi,3,Black-capped Social-Weaver
145,Pyrenestes,Pyrenestes minor,4.5,Lesser Seedcracker
145,Pyrenestes,Pyrenestes ostrinus,3.7,Black-bellied Seedcracker
145,Pytilia,Pytilia afra,3,Orange-winged Pytilia
145,Pytilia,Pytilia hypogrammica,3.5,Red-faced Pytilia
145,Quelea,Quelea cardinalis,3,Cardinal Quelea
145,Quelea,Quelea erythrops,2.5,Red-headed Quelea
145,Quelea,Quelea quelea,2.8,Red-billed Quelea
145,Spermophaga,Spermophaga haematina,4,Western Bluebill
145,Spermophaga,Spermophaga poliogenys,3,Grant's Bluebill
145,Spermophaga,Spermophaga ruficapilla,2.5,Red-headed Bluebill
145,Sporopipes,Sporopipes frontalis,3,Speckle-fronted Weaver
145,Sporopipes,Sporopipes squamifrons,4.1,Scaly Weaver
145,Uraeginthus,Uraeginthus angolensis,3.8,Blue-breasted Cordonbleu
145,Uraeginthus,Uraeginthus bengalus,4.7,Red-cheeked Cordonbleu
145,Uraeginthus,Uraeginthus cyanocephalus,5,Blue-capped Cordonbleu
145,Vidua,Vidua chalybeata,3,Village Indigobird
145,Vidua,Vidua codringtoni,3,Twinspot Indigobird
145,Vidua,Vidua fischeri,3,Straw-tailed Whydah
145,Vidua,Vidua funerea,3,Variable Indigobird
145,Vidua,Vidua hypocherina,3.5,Steel-blue Whydah
145,Vidua,Vidua larvaticola,3.4,Baka Indigobird
145,Vidua,Vidua macroura,3.5,Pin-tailed Whydah
145,Vidua,Vidua obtusa,3,Broad-tailed Paradise-Whydah
145,Vidua,Vidua paradisaea,3.5,Eastern Paradise-Whydah
145,Vidua,Vidua purpurascens,3.5,Dusky Indigobird
145,Vidua,Vidua raricola,3,Jambandu Indigobird
145,Vidua,Vidua regia,3.5,Queen Whydah
145,Vidua,Vidua wilsoni,3.5,Pale-winged Indigobird
146,Agelaius,Agelaius phoeniceus,3.28,Red-winged Blackbird
146,Agelaius,Agelaius tricolor,3.5,Tricolored Blackbird
146,Aimophila,Aimophila aestivalis,3.9,Bachman's Sparrow
146,Aimophila,Aimophila botterii,3.3,Botteri's Sparrow
146,Aimophila,Aimophila carpalis,3.52,Rufous-winged Sparrow
146,Aimophila,Aimophila cassinii,3.99,Cassin's Sparrow
146,Aimophila,Aimophila quinquestriata,3.5,Five-striped Sparrow
146,Aimophila,Aimophila ruficeps,3.45,Rufous-crowned Sparrow
146,Ammodramus,Ammodramus bairdii,4.55,Baird's Sparrow
146,Ammodramus,Ammodramus caudacutus,3.97,Sharp-tailed Sparrow
146,Ammodramus,Ammodramus henslowii,4.1,Henslow's Sparrow
146,Ammodramus,Ammodramus leconteii,4.51,Le Conte's Sparrow
146,Ammodramus,Ammodramus maritimus,3.44,Seaside Sparrow
146,Ammodramus,Ammodramus savannarum,4.28,Grasshopper Sparrow
146,Amphispiza,Amphispiza belli,3.39,Sage Sparrow
146,Amphispiza,Amphispiza bilineata,2.79,Black-throated Sparrow
146,Arremonops,Arremonops rufivirgatus,3.5,Olive Sparrow
146,Calamospiza,Calamospiza melanocorys,3.72,Lark Bunting
146,Calcarius,Calcarius lapponicus,4.91,Lapland Longspur
146,Calcarius,Calcarius mccownii,3.38,McCown's Longspur
146,Calcarius,Calcarius ornatus,4.07,Chestnut-collared Longspur
146,Calcarius,Calcarius pictus,3.94,Smith's Longspur
146,Cardellina,Cardellina rubrifrons,4.16,Red-faced Warbler
146,Cardinalis,Cardinalis cardinalis,2.5,Northern Cardinal
146,Cardinalis,Cardinalis sinuatus,3.38,Pyrrhuloxia
146,Carduelis,Carduelis cannabina,4.6,Eurasian Linnet
146,Carduelis,Carduelis carduelis,4.2,European Goldfinch
146,Carduelis,Carduelis chloris,4.3,European Greenfinch
146,Carduelis,Carduelis flammea,5,Common Redpoll
146,Carduelis,Carduelis flavirostris,5.55,Twite
146,Carduelis,Carduelis hornemanni,4.5,Hoary Redpoll
146,Carduelis,Carduelis lawrencei,4.86,Lawrence's Goldfinch
146,Carduelis,Carduelis pinus,3.77,Pine Siskin
146,Carduelis,Carduelis psaltria,4.5,Lesser Goldfinch
146,Carduelis,Carduelis spinus,4,Eurasian Siskin
146,Carduelis,Carduelis tristis,5.2,American Goldfinch
146,Carpodacus,Carpodacus cassinii,4.5,Cassin's Finch
146,Carpodacus,Carpodacus erythrinus,5.13,Common Rosefinch
146,Carpodacus,Carpodacus mexicanus,4.21,House Finch
146,Carpodacus,Carpodacus purpureus,3.94,Purple Finch
146,Carpodacus,Carpodacus rubicilla,4.5,Great Rosefinch
146,Carpodacus,Carpodacus synoicus,4.5,Pale Rosefinch
146,Chondestes,Chondestes grammacus,4.04,Lark Sparrow
146,Coccothraustes,Coccothraustes coccothraustes,3.8,Hawfinch
146,Dendroica,Dendroica caerulescens,3.8,Black-throated Blue Warbler
146,Dendroica,Dendroica castanea,5.8,Bay-breasted Warbler
146,Dendroica,Dendroica cerulea,3.53,Cerulean Warbler
146,Dendroica,Dendroica chrysoparia,3.5,Golden-cheeked Warbler
146,Dendroica,Dendroica coronata,3.86,Yellow-rumped Warbler
146,Dendroica,Dendroica discolor,3.89,Prairie Warbler
146,Dendroica,Dendroica dominica,4,Yellow-throated Warbler
146,Dendroica,Dendroica fusca,4,Blackburnian Warbler
146,Dendroica,Dendroica graciae,3.2,Grace's Warbler
146,Dendroica,Dendroica kirtlandii,4.63,Kirtland's Warbler
146,Dendroica,Dendroica magnolia,3.96,Magnolia Warbler
146,Dendroica,Dendroica nigrescens,4,Black-throated Grey Warbler
146,Dendroica,Dendroica occidentalis,4.3,Hermit Warbler
146,Dendroica,Dendroica palmarum,4.59,Palm Warbler
146,Dendroica,Dendroica pensylvanica,3.92,Chestnut-sided Warbler
146,Dendroica,Dendroica petechia,4.41,Yellow Warbler
146,Dendroica,Dendroica pinus,3.74,Pine Warbler
146,Dendroica,Dendroica striata,4.32,Blackpoll Warbler
146,Dendroica,Dendroica tigrina,5.8,Cape May Warbler
146,Dendroica,Dendroica townsendi,5.7,Townsend's Warbler
146,Dendroica,Dendroica virens,4,Black-throated Green Warbler
146,Dolichonyx,Dolichonyx oryzivorus,5.1,Bobolink
146,Emberiza,Emberiza aureola,4.34,Yellow-breasted Bunting
146,Emberiza,Emberiza bruniceps,3.56,Red-headed Bunting
146,Emberiza,Emberiza buchanani,4.5,Grey-necked Bunting
146,Emberiza,Emberiza cabanisi,2.5,Cabanis's Bunting
146,Emberiza,Emberiza caesia,4.5,Cretzschmar's Bunting
146,Emberiza,Emberiza capensis,2.6,Cape Bunting
146,Emberiza,Emberiza cia,4.1,Rock Bunting
146,Emberiza,Emberiza cineracea,4.5,Cinereous Bunting
146,Emberiza,Emberiza cirlus,4.2,Cirl Bunting
146,Emberiza,Emberiza citrinella,3.464911132,Yellowhammer
146,Emberiza,Emberiza flaviventris,2.4,African Golden-breasted Bunting
146,Emberiza,Emberiza hortulana,4.5,Ortolan Bunting
146,Emberiza,Emberiza impetuani,2.9,Lark-like Bunting
146,Emberiza,Emberiza leucocephalos,4.5,Pine Bunting
146,Emberiza,Emberiza melanocephala,3.9,Black-headed Bunting
146,Emberiza,Emberiza pallasi,4.41,Pallas's Bunting
146,Emberiza,Emberiza poliopleura,2.6,Somali Golden-breasted Bunting
146,Emberiza,Emberiza pusilla,5.03,Little Bunting
146,Emberiza,Emberiza rustica,4.61,Rustic Bunting
146,Emberiza,Emberiza schoeniclus,4.5,Reed Bunting
146,Emberiza,Emberiza striolata,3.1,House Bunting
146,Emberiza,Emberiza tahapisi,2.6,Cinnamon-breasted Bunting
146,Euphagus,Euphagus carolinus,4.48,Rusty Blackbird
146,Euphagus,Euphagus cyanocephalus,4.98,Brewer's Blackbird
146,Fringilla,Fringilla coelebs,4,Chaffinch
146,Fringilla,Fringilla montifringilla,5.8,Brambling
146,Fringilla,Fringilla teydea,2,Teydefinch
146,Geothlypis,Geothlypis trichas,3.99,Common Yellowthroat
146,Helmitheros,Helmitheros vermivorus,4.92,Worm-eating Warbler
146,Hemignathus,Hemignathus lucidus,1,Nukupuu
146,Himatione,Himatione sanguinea,2.8,Apapane
146,Icteria,Icteria virens,3.68,Yellow-breasted Chat
146,Icterus,Icterus cucullatus,3.67,Hooded Oriole
146,Icterus,Icterus galbula,4.67,Northern Oriole
146,Icterus,Icterus graduacauda,4,Audubon's Oriole
146,Icterus,Icterus gularis,4.38,Altamira Oriole
146,Icterus,Icterus parisorum,3.5,Scott's Oriole
146,Icterus,Icterus spurius,3.91,Orchard Oriole
146,Junco,Junco hyemalis,4,Dark-eyed Junco
146,Junco,Junco phaeonotus,3.54,Yellow-eyed Junco
146,Leucosticte,Leucosticte atrata,4.68,Black Rosy-Finch
146,Leucosticte,Leucosticte australis,4.18,Brown-capped Rosy-Finch
146,Leucosticte,Leucosticte tephrocotis,4.3,Grey-crowned Rosy-Finch
146,Limnothlypis,Limnothlypis swainsonii,3.3,Swainson's Warbler
146,Linurgus,Linurgus olivaceus,2.5,Oriole Finch
146,Loxia,Loxia curvirostra,3.3,Red Crossbill
146,Loxia,Loxia leucoptera,4,White-winged Crossbill
146,Loxia,Loxia pytyopsittacus,3.79,Parrot Crossbill
146,Loxia,Loxia scotica,3.5,Scottish Crossbill
146,Loxioides,Loxioides bailleui,2,Palila
146,Loxops,Loxops caeruleirostris,2,Akekee
146,Loxops,Loxops coccineus,1.65,Akepa
146,Melospiza,Melospiza georgiana,3.9,Swamp Sparrow
146,Melospiza,Melospiza lincolnii,4.31,Lincoln's Sparrow
146,Melospiza,Melospiza melodia,4,Song Sparrow
146,Miliaria,Miliaria calandra,4.9,Corn Bunting
146,Mniotilta,Mniotilta varia,5,Black-and-white Warbler
146,Molothrus,Molothrus aeneus,1,Bronzed Cowbird
146,Molothrus,Molothrus ater,4.3,Brown-headed Cowbird
146,Myioborus,Myioborus pictus,3.11,Painted Redstart
146,Oporornis,Oporornis agilis,4,Connecticut Warbler
146,Oporornis,Oporornis formosus,4.12,Kentucky Warbler
146,Oporornis,Oporornis philadelphia,3.71,Mourning Warbler
146,Oporornis,Oporornis tolmiei,4.12,MacGillivray's Warbler
146,Parula,Parula americana,3.94,Northern Parula
146,Parula,Parula pitiayumi,3.14,Tropical Parula
146,Passerculus,Passerculus sandwichensis,3.87,Savannah Sparrow
146,Passerina,Passerina amoena,3.42,Lazuli Bunting
146,Passerina,Passerina ciris,2.9,Painted Bunting
146,Passerina,Passerina cyanea,3,Indigo Bunting
146,Passerina,Passerina versicolor,3.5,Varied Bunting
146,Peucedramus,Peucedramus taeniatus,3.65,Olive Warbler
146,Pheucticus,Pheucticus ludovicianus,3.27,Rose-breasted Grosbeak
146,Pheucticus,Pheucticus melanocephalus,3.4,Black-headed Grosbeak
146,Pinicola,Pinicola enucleator,3.78,Pine Grosbeak
146,Pipilo,Pipilo aberti,2.85,Abert's Towhee
146,Pipilo,Pipilo crissalis,3.69,California Towhee
146,Pipilo,Pipilo fuscus,3,Canyon Towhee
146,Piranga,Piranga flava,3.24,Hepatic Tanager
146,Piranga,Piranga ludoviciana,3.6,Western Tanager
146,Piranga,Piranga olivacea,3.45,Scarlet Tanager
146,Piranga,Piranga rubra,3.2,Summer Tanager
146,Plectrophenax,Plectrophenax nivalis,5.34,Snow Bunting
146,Pooecetes,Pooecetes gramineus,3.98,Vesper Sparrow
146,Protonotaria,Protonotaria citrea,4.55,Prothonotary Warbler
146,Pseudonestor,Pseudonestor xanthophrys,1.5,Maui Parrotbill
146,Psittirostra,Psittirostra psittacea,2.5,Ou
146,Pyrrhula,Pyrrhula pyrrhula,4.5,Eurasian Bullfinch
146,Quiscalus,Quiscalus major,2.72,Boat-tailed Grackle
146,Quiscalus,Quiscalus mexicanus,3.29,Great-tailed Grackle
146,Quiscalus,Quiscalus quiscula,4.8,Common Grackle
146,Rhodopechys,Rhodopechys obsoleta,5,Desert Finch
146,Rhodopechys,Rhodopechys sanguinea,4.5,Crimson-winged Finch
146,Seiurus,Seiurus aurocapillus,4.31,Ovenbird
146,Seiurus,Seiurus motacilla,4.96,Louisiana Waterthrush
146,Seiurus,Seiurus noveboracensis,4.21,Northern Waterthrush
146,Serinus,Serinus albogularis,3.3,White-throated Canary
146,Serinus,Serinus atrogularis,3,Southern Yellow-rumped Seedeater
146,Serinus,Serinus burtoni,2,Thick-billed Seedeater
146,Serinus,Serinus canaria,3.81,Island Canary
146,Serinus,Serinus canicollis,3.2,Cape Canary
146,Serinus,Serinus citrinella,4.45,Citril Finch
146,Serinus,Serinus citrinelloides,2.4,African Citril
146,Serinus,Serinus citrinipectus,3.5,Lemon-breasted Seedeater
146,Serinus,Serinus donaldsoni,2,Abyssinian Grosbeak-Canary
146,Serinus,Serinus dorsostriatus,3,White-bellied Canary
146,Serinus,Serinus flaviventris,3.5,Yellow Canary
146,Serinus,Serinus gularis,2.3,Streaky-headed Seedeater
146,Serinus,Serinus koliensis,1.5,Papyrus Canary
146,Serinus,Serinus leucopterus,3,White-winged Seedeater
146,Serinus,Serinus leucopygius,3,White-rumped Seedeater
146,Serinus,Serinus mennelli,3,Black-eared Seedeater
146,Serinus,Serinus mozambicus,3,Yellow-fronted Canary
146,Serinus,Serinus nigriceps,2.5,Abyssinian Siskin
146,Serinus,Serinus pusillus,4.25,Fire-fronted Serin
146,Serinus,Serinus reichardi,3,Reichard's Seedeater
146,Serinus,Serinus reichenowi,3,Kenya Yellow-rumped Seedeater
146,Serinus,Serinus rufobrunneus,2.5,Principe Seedeater
146,Serinus,Serinus scotops,3,Forest Canary
146,Serinus,Serinus serinus,3.7,European Serin
146,Serinus,Serinus striolatus,3,Streaky Seedeater
146,Serinus,Serinus sulphuratus,2.7,Brimstone Canary
146,Serinus,Serinus syriacus,4,Syrian Serin
146,Serinus,Serinus tristriatus,3,Brown-rumped Seedeater
146,Setophaga,Setophaga ruticilla,3.89,American Redstart
146,Spiza,Spiza americana,4.02,Dickcissel
146,Spizella,Spizella arborea,4.96,American Tree Sparrow
146,Spizella,Spizella atrogularis,3.44,Black-chinned Sparrow
146,Spizella,Spizella breweri,3.08,Brewer's Sparrow
146,Spizella,Spizella pallida,4.04,Clay-colored Sparrow
146,Spizella,Spizella passerina,3.7,Chipping Sparrow
146,Spizella,Spizella pusilla,3.75,Field Sparrow
146,Sporophila,Sporophila torqueola,3.27,White-collared Seedeater
146,Sturnella,Sturnella magna,4.49,Eastern Meadowlark
146,Sturnella,Sturnella neglecta,5.1,Western Meadowlark
146,Telespiza,Telespiza cantans,3.2,Laysan Finch
146,Telespiza,Telespiza ultima,2.91,Nihoa Finch
146,Vermivora,Vermivora bachmanii,4.2,Bachman's Warbler
146,Vermivora,Vermivora celata,4.6,Orange-crowned Warbler
146,Vermivora,Vermivora chrysoptera,5,Golden-winged Warbler
146,Vermivora,Vermivora crissalis,4,Colima Warbler
146,Vermivora,Vermivora luciae,4,Lucy's Warbler
146,Vermivora,Vermivora peregrina,5.59,Tennessee Warbler
146,Vermivora,Vermivora pinus,4.34,Blue-winged Warbler
146,Vermivora,Vermivora ruficapilla,4.71,Nashville Warbler
146,Vermivora,Vermivora virginiae,3.59,Virginia's Warbler
146,Vestiaria,Vestiaria coccinea,2,Iiwi
146,Wilsonia,Wilsonia canadensis,4.37,Canada Warbler
146,Wilsonia,Wilsonia citrina,3.61,Hooded Warbler
146,Wilsonia,Wilsonia pusilla,4.1,Wilson's Warbler
146,Xanthocephalus,Xanthocephalus xanthocephalus,3.74,Yellow-headed Blackbird
146,Zonotrichia,Zonotrichia albicollis,4.07,White-throated Sparrow
146,Zonotrichia,Zonotrichia atricapilla,4.15,Golden-crowned Sparrow
146,Zonotrichia,Zonotrichia leucophrys,4.5,White-crowned Sparrow
146,Zonotrichia,Zonotrichia querula,4,Harris's Sparrow
