Family,Genus_name,Species_name,Clutch_size,English_name
45,Trichoglossus,Trichoglossus haematodus,2,Rainbow Lorikeet
46,Aeronautes,Aeronautes saxatalis,4.5,White-throated Swift
46,Apus,Apus affinis,2.3,Little Swift
46,Apus,Apus alexandri,2,Alexander's Swift
46,Apus,Apus apus,2,Common Swift
46,Apus,Apus barbatus,1.5,African Swift
46,Apus,Apus batesi,2,Bates's Swift
46,Apus,Apus berliozi,2,Forbes-Watson's Swift
46,Apus,Apus bradfieldi,2,Bradfield's Swift
46,Apus,Apus caffer,2,White-rumped Swift
46,Apus,Apus horus,2.5,Horus Swift
46,Apus,Apus niansae,1.9,Nyanza Swift
46,Apus,Apus pallidus,2.4,Pallid Swift
46,Apus,Apus unicolor,2,Plain Swift
46,Chaetura,Chaetura pelagica,4.07,Chimney Swift
46,Chaetura,Chaetura vauxi,6,Vaux's Swift
46,Neafrapus,Neafrapus boehmi,3,Bat-like Spinetail
46,Rhaphidura,Rhaphidura sabini,2.5,Sabine's Spinetail
46,Tachymarptis,Tachymarptis aequatorialis,1.5,Mottled Swift
46,Tachymarptis,Tachymarptis melba,2.6,Alpine Swift
46,Telacanthura,Telacanthura ussheri,4,Mottled Spinetail
46,Zoonavena,Zoonavena thomensis,2.5,Sao Tome Spinetail
48,Amazilia,Amazilia violiceps,2,Violet-crowned Hummingbird
48,Amazilia,Amazilia yucatanensis,2,Buff-bellied Hummingbird
48,Archilochus,Archilochus alexandri,2,Black-chinned Hummingbird
48,Archilochus,Archilochus colubris,2,Ruby-throated Hummingbird
48,Calothorax,Calothorax lucifer,2,Lucifer Hummingbird
48,Calypte,Calypte anna,1.99,Anna's Hummingbird
48,Calypte,Calypte costae,2,Costa's Hummingbird
48,Cynanthus,Cynanthus latirostris,2,Broad-billed Hummingbird
48,Eugenes,Eugenes fulgens,2,Magnificent Hummingbird
48,Hylocharis,Hylocharis xantusii,2,Xantus's Hummingbird
48,Lampornis,Lampornis clemenciae,2,Blue-throated Hummingbird
48,Selasphorus,Selasphorus platycercus,2,Broad-tailed Hummingbird
48,Selasphorus,Selasphorus rufus,1.96,Rufous Hummingbird
48,Selasphorus,Selasphorus sasin,2.01,Allen's Hummingbird
48,Stellula,Stellula calliope,2,Calliope Hummingbird
49,Corythaeola,Corythaeola cristata,2,Great Blue Turaco
49,Corythaixoides,Corythaixoides concolor,2.6,Grey Go-away-bird
49,Corythaixoides,Corythaixoides personatus,2.5,Bare-faced Go-away-bird
49,Crinifer,Crinifer piscator,2.5,Western Grey Plantain-eater
49,Crinifer,Crinifer zonurus,2.5,Eastern Grey Plantain-eater
49,Musophaga,Musophaga johnstoni,1,Ruwenzori Turaco
49,Musophaga,Musophaga porphyreolopha,2.4,Purple-crested Turaco
49,Musophaga,Musophaga rossae,1.5,Ross's Turaco
49,Musophaga,Musophaga violacea,2,Violet Turaco
49,Tauraco,Tauraco fischeri,1,Fischer's Turaco
49,Tauraco,Tauraco hartlaubi,2,Hartlaub's Turaco
49,Tauraco,Tauraco leucolophus,2,White-crested Turaco
49,Tauraco,Tauraco leucotis,2,White-cheeked Turaco
49,Tauraco,Tauraco macrorhynchus,1.5,Yellow-billed Turaco
49,Tauraco,Tauraco persa,2,Guinea Turaco
49,Tauraco,Tauraco schuettii,2,Black-billed Turaco
50,Tyto,Tyto alba,5.6,Barn Owl
50,Tyto,Tyto capensis,3,African Grass-Owl
50,Tyto,Tyto multipunctata,2,Lesser Sooty-Owl
50,Tyto,Tyto novaehollandiae,2.6,Australian Masked-Owl
50,Tyto,Tyto tenebricosa,1.6,Greater Sooty-Owl
51,Aegolius,Aegolius acadicus,5.5,Saw-whet Owl
51,Aegolius,Aegolius funereus,5.29,Boreal Owl
51,Asio,Asio capensis,2.5,Marsh Owl
51,Asio,Asio flammeus,5.6,Short-eared Owl
51,Asio,Asio otus,3,Long-eared Owl
51,Athene,Athene noctua,4,Little Owl
51,Bubo,Bubo africanus,2.5,Spotted Eagle-Owl
51,Bubo,Bubo bubo,2,Eurasian Eagle-Owl
51,Bubo,Bubo capensis,2.1,Cape Eagle-Owl
51,Bubo,Bubo lacteus,2,Verreaux's Eagle-Owl
51,Bubo,Bubo virginianus,2.55,Great Horned Owl
51,Glaucidium,Glaucidium brasilianum,4.22,Ferruginous Pygmy-Owl
51,Glaucidium,Glaucidium capense,2.5,African Barred Owlet
51,Glaucidium,Glaucidium gnoma,4.19,Mountain Pygmy-Owl
51,Glaucidium,Glaucidium passerinum,4.88,Eurasian Pygmy-Owl
51,Glaucidium,Glaucidium perlatum,3,Pearl-spotted Owlet
51,Micrathene,Micrathene whitneyi,3,Elf Owl
51,Ninox,Ninox connivens,2.3,Barking Owl
51,Ninox,Ninox novaeseelandiae,2.5,Morepork
51,Ninox,Ninox rufa,2,Rufous Owl
51,Ninox,Ninox strenua,1.85,Powerful Owl
51,Nyctea,Nyctea scandiaca,6.67,Snowy Owl
51,Otus,Otus brucei,4.5,Pallid Scops-Owl
51,Otus,Otus flammeolus,2.82,Flammulated Owl
51,Otus,Otus hartlaubi,2,Sao Tome Scops-Owl
51,Otus,Otus leucotis,2.5,White-faced Scops-Owl
51,Otus,Otus scops,2.5,Common Scops-Owl
51,Scotopelia,Scotopelia peli,2,Pel's Fishing-Owl
51,Strix,Strix aluco,2.5,Tawny Owl
51,Strix,Strix butleri,5,Hume's Owl
51,Strix,Strix nebulosa,4,Great Grey Owl
51,Strix,Strix occidentalis,2.13,Spotted Owl
51,Strix,Strix uralensis,2.89,Ural Owl
51,Strix,Strix varia,2.41,Barred Owl
51,Strix,Strix woodfordii,2,African Wood-Owl
51,Surnia,Surnia ulula,6.21,Northern Hawk Owl
52,Aegotheles,Aegotheles cristatus,3.03,Australian Owlet-Nightjar
53,Podargus,Podargus ocellatus,1.5,Marbled Frogmouth
53,Podargus,Podargus papuensis,1,Papuan Frogmouth
53,Podargus,Podargus strigoides,2.08,Tawny Frogmouth
57,Eurostopodus,Eurostopodus argus,1,Spotted Eared-Nightjar
57,Eurostopodus,Eurostopodus mystacalis,1,White-throated Eared-Nightjar
58,Caprimulgus,Caprimulgus aegyptius,2,Egyptian Nightjar
58,Caprimulgus,Caprimulgus batesi,1,Bates's Nightjar
58,Caprimulgus,Caprimulgus carolinensis,1.95,Chuck-will's-widow
58,Caprimulgus,Caprimulgus clarus,2,Slender-tailed Nightjar
58,Caprimulgus,Caprimulgus climacurus,2,Long-tailed Nightjar
58,Caprimulgus,Caprimulgus donaldsoni,2,Donaldson-Smith's Nightjar
58,Caprimulgus,Caprimulgus europaeus,2,Eurasian Nightjar
58,Caprimulgus,Caprimulgus eximius,2,Golden Nightjar
58,Caprimulgus,Caprimulgus fossii,2,Square-tailed Nightjar
58,Caprimulgus,Caprimulgus fraenatus,2,Sombre Nightjar
58,Caprimulgus,Caprimulgus inornatus,2,Plain Nightjar
58,Caprimulgus,Caprimulgus macrurus,2,Large-tailed Nightjar
58,Caprimulgus,Caprimulgus natalensis,2,Swamp Nightjar
58,Caprimulgus,Caprimulgus nubicus,2,Nubian Nightjar
58,Caprimulgus,Caprimulgus pectoralis,2,Fiery-necked Nightjar
58,Caprimulgus,Caprimulgus poliocephalus,2,Montane Nightjar
58,Caprimulgus,Caprimulgus ridgwayi,1.83,Buff-collared Nightjar
58,Caprimulgus,Caprimulgus ruficollis,2,Red-necked Nightjar
58,Caprimulgus,Caprimulgus rufigena,2,Rufous-cheeked Nightjar
58,Caprimulgus,Caprimulgus ruwenzorii,1.5,Ruwenzori Nightjar
58,Caprimulgus,Caprimulgus tristigma,2,Freckled Nightjar
58,Caprimulgus,Caprimulgus vociferus,1.98,Whip-poor-will
58,Chordeiles,Chordeiles acutipennis,2,Lesser Nighthawk
58,Chordeiles,Chordeiles gundlachii,1.5,Antillean Nighthawk
58,Chordeiles,Chordeiles minor,2,Common Nighthawk
58,Macrodipteryx,Macrodipteryx longipennis,2,Standard-winged Nightjar
58,Macrodipteryx,Macrodipteryx vexillarius,2,Pennant-winged Nightjar
58,Nyctidromus,Nyctidromus albicollis,2,Pauraque
60,Chalcophaps,Chalcophaps indica,2,Emerald Dove
60,Columba,Columba albitorques,2,White-collared Pigeon
60,Columba,Columba arquatrix,1,African Olive-Pigeon
60,Columba,Columba bollii,1,Bolle's Pigeon
60,Columba,Columba delegorguei,2,Eastern Bronze-naped Pigeon
60,Columba,Columba guinea,2,Speckled Pigeon
60,Columba,Columba junoniae,1,Laurel Pigeon
60,Columba,Columba larvata,1.94,Lemon Dove
60,Columba,Columba leucomela,1,White-headed Pigeon
60,Columba,Columba livia,2,Rock Pigeon
60,Columba,Columba malherbii,1.5,Sao Tome Bronze-naped Pigeon
60,Columba,Columba oenas,2.34,Stock Pigeon
60,Columba,Columba oliviae,1,Somali Pigeon
60,Columba,Columba palumbus,1.86,Common Wood-Pigeon
60,Columba,Columba trocaz,1,Trocaz Pigeon
60,Columba,Columba unicincta,1,Afep Pigeon
60,Columbina,Columbina inca,2,Inca Dove
60,Columbina,Columbina passerina,2,Common Ground-Dove
60,Ducula,Ducula bicolor,1,Pied Imperial-Pigeon
60,Ducula,Ducula whartoni,2,Christmas Island Imperial-Pigeon
60,Geopelia,Geopelia cuneata,2,Diamond Dove
60,Geopelia,Geopelia humeralis,2,Bar-shouldered Dove
60,Geopelia,Geopelia striata,2,Zebra Dove
60,Geophaps,Geophaps plumifera,2,Spinifex Pigeon
60,Geophaps,Geophaps scripta,2,Squatter Pigeon
60,Geophaps,Geophaps smithii,2,Partridge Pigeon
60,Hemiphaga,Hemiphaga novaeseelandiae,1,New Zealand Pigeon
60,Leptotila,Leptotila verreauxi,2,White-tipped Dove
60,Leucosarcia,Leucosarcia melanoleuca,2,Wonga Pigeon
60,Lopholaimus,Lopholaimus antarcticus,1,Topknot Pigeon
60,Macropygia,Macropygia amboinensis,1.17,Slender-billed Cuckoo-Dove
60,Oena,Oena capensis,2.01,Namaqua Dove
60,Petrophassa,Petrophassa albipennis,1.89,White-quilled Rock-Pigeon
60,Petrophassa,Petrophassa rufipennis,1.86,Chestnut-quilled Rock-Pigeon
60,Phaps,Phaps chalcoptera,1.83,Common Bronzewing
60,Phaps,Phaps elegans,2,Brush Bronzewing
60,Phaps,Phaps histrionica,2,Flock Bronzewing
60,Ptilinopus,Ptilinopus cinctus,1,Black-backed Fruit-Dove
60,Ptilinopus,Ptilinopus magnificus,1,Wompoo Fruit-Dove
60,Ptilinopus,Ptilinopus regina,1,Rose-crowned Fruit-Dove
60,Ptilinopus,Ptilinopus superbus,1,Superb Fruit-Dove
60,Streptopelia,Streptopelia capicola,1.91,Ring-necked Dove
60,Streptopelia,Streptopelia chinensis,1.87,Spotted Dove
60,Streptopelia,Streptopelia decaocto,1.94,Eurasian Collared-Dove
60,Streptopelia,Streptopelia decipiens,2,Mourning Collared-Dove
60,Streptopelia,Streptopelia lugens,2,Dusky Turtle-Dove
60,Streptopelia,Streptopelia reichenowi,2,White-winged Collared-Dove
60,Streptopelia,Streptopelia roseogrisea,2,African Collared-Dove
60,Streptopelia,Streptopelia semitorquata,1.83,Red-eyed Dove
60,Streptopelia,Streptopelia senegalensis,2,Laughing Dove
60,Streptopelia,Streptopelia turtur,1.9,European Turtle-Dove
60,Streptopelia,Streptopelia vinacea,2,Vinaceous Dove
60,Treron,Treron calva,1.76,African Green-Pigeon
60,Treron,Treron waalia,1.5,Bruce's Green-Pigeon
60,Turtur,Turtur abyssinicus,2,Black-billed Wood-Dove
60,Turtur,Turtur afer,2,Blue-spotted Wood-Dove
60,Turtur,Turtur brehmeri,1.5,Blue-headed Wood-Dove
60,Turtur,Turtur chalcospilos,1.9,Emerald-spotted Wood-Dove
60,Turtur,Turtur tympanistria,1.86,Tambourine Dove
60,Zenaida,Zenaida asiatica,2,White-winged Dove
60,Zenaida,Zenaida macroura,2,Mourning Dove
62,Ardeotis,Ardeotis arabs,2,Arabian Bustard
62,Ardeotis,Ardeotis australis,1.71,Australian Bustard
62,Ardeotis,Ardeotis kori,1.5,Kori Bustard
62,Chlamydotis,Chlamydotis undulata,2.5,Houbara Bustard
62,Eupodotis,Eupodotis afra,1,Black Bustard
62,Eupodotis,Eupodotis caerulescens,2,Blue Bustard
62,Eupodotis,Eupodotis humilis,2,Little Brown Bustard
62,Eupodotis,Eupodotis melanogaster,1.5,Black-bellied Bustard
62,Eupodotis,Eupodotis ruficrista,1.5,Red-crested Bustard
62,Eupodotis,Eupodotis vigorsii,1.5,Karoo Bustard
62,Neotis,Neotis denhami,1.5,Stanley Bustard
62,Otis,Otis tarda,2.5,Great Bustard
62,Tetrax,Tetrax tetrax,3.5,Little Bustard
63,Balearica,Balearica pavonina,2.5,Black Crowned-Crane
63,Balearica,Balearica regulorum,2.52,Grey Crowned-Crane
63,Grus,Grus americana,1.94,Whooping Crane
63,Grus,Grus antigone,1.83,Sarus Crane
63,Grus,Grus canadensis,1.94,Sandhill Crane
63,Grus,Grus grus,2,Common Crane
63,Grus,Grus rubicunda,1.84,Brolga
64,Aramus,Aramus guarauna,5.5,Limpkin
65,Podica,Podica senegalensis,2.3,African Finfoot
69,Aenigmatolimnas,Aenigmatolimnas marginalis,4.35,Striped Crake
69,Amaurornis,Amaurornis flavirostra,3,Black Crake
69,Amaurornis,Amaurornis olivaceus,5.8,Bush-hen
69,Coturnicops,Coturnicops noveboracensis,8.03,Yellow Rail
69,Crex,Crex crex,10,Corn Crake
69,Eulabeornis,Eulabeornis castaneoventris,4.5,Chestnut Rail
69,Fulica,Fulica alai,5,Hawaiian Coot
69,Fulica,Fulica americana,7.5,American Coot
69,Fulica,Fulica atra,8,Common Coot
69,Fulica,Fulica cristata,6,Red-knobbed Coot
69,Gallinula,Gallinula angulata,5,Lesser Moorhen
69,Gallinula,Gallinula chloropus,7,Common Moorhen
69,Gallinula,Gallinula mortierii,6.36,Tasmanian Native-hen
69,Gallinula,Gallinula tenebrosa,8.01,Dusky Moorhen
69,Gallinula,Gallinula ventralis,5.9,Black-tailed Native-hen
69,Gallirallus,Gallirallus australis,2.3,Weka
69,Gallirallus,Gallirallus philippensis,4.7,Buff-banded Rail
69,Gallirallus,Gallirallus sylvestris,2.5,Lord Howe Rail
69,Himantornis,Himantornis haematopus,3,Nkulengu Rail
69,Laterallus,Laterallus jamaicensis,6.58,Black Rail
69,Porphyrio,Porphyrio alleni,4.4,Allen's Gallinule
69,Porphyrio,Porphyrio mantelli,1.7,Takahe
69,Porphyrio,Porphyrio martinicus,6.48,Purple Gallinule
69,Porphyrio,Porphyrio porphyrio,4,Purple Swamphen
69,Porzana,Porzana carolina,10.55,Sora
69,Porzana,Porzana cinerea,4,White-browed Crake
69,Porzana,Porzana fluminea,4.6,Australian Crake
69,Porzana,Porzana parva,8,Little Crake
69,Porzana,Porzana porzana,11,Spotted Crake
69,Porzana,Porzana pusilla,7,Baillon's Crake
69,Porzana,Porzana tabuensis,2.6,Spotless Crake
69,Rallina,Rallina tricolor,5,Red-necked Crake
69,Rallus,Rallus aquaticus,8.5,Water Rail
69,Rallus,Rallus caerulescens,4.1,Kaffir Rail
69,Rallus,Rallus elegans,10.4,King Rail
69,Rallus,Rallus limicola,8.5,Virginia Rail
69,Rallus,Rallus longirostris,8.65,Clapper Rail
69,Rougetius,Rougetius rougetii,4.7,Rouget's Rail
69,Sarothrura,Sarothrura boehmi,3.8,Streaky-breasted Flufftail
69,Sarothrura,Sarothrura elegans,3.86,Buff-spotted Flufftail
69,Sarothrura,Sarothrura pulchra,2,White-spotted Flufftail
69,Sarothrura,Sarothrura rufa,3.75,Red-chested Flufftail
71,Pterocles,Pterocles alchata,2.96,Pin-tailed Sandgrouse
71,Pterocles,Pterocles bicinctus,2.6,Double-banded Sandgrouse
71,Pterocles,Pterocles burchelli,3,Burchell's Sandgrouse
71,Pterocles,Pterocles coronatus,2.5,Crowned Sandgrouse
71,Pterocles,Pterocles decoratus,2.5,Black-faced Sandgrouse
71,Pterocles,Pterocles exustus,2.5,Chestnut-bellied Sandgrouse
71,Pterocles,Pterocles gutturalis,3,Yellow-throated Sandgrouse
71,Pterocles,Pterocles lichtensteinii,2.5,Lichtenstein's Sandgrouse
71,Pterocles,Pterocles namaqua,2.9,Namaqua Sandgrouse
71,Pterocles,Pterocles orientalis,2.76,Black-bellied Sandgrouse
71,Pterocles,Pterocles quadricinctus,2.7,Four-banded Sandgrouse
71,Pterocles,Pterocles senegallus,2.74,Spotted Sandgrouse
71,Syrrhaptes,Syrrhaptes paradoxus,2.5,Pallas's Sandgrouse
73,Pedionomus,Pedionomus torquatus,3.6,Plains-wanderer
74,Aphriza,Aphriza virgata,4,Surfbird
74,Arenaria,Arenaria interpres,4,Ruddy Turnstone
74,Arenaria,Arenaria melanocephala,4,Black Turnstone
74,Bartramia,Bartramia longicauda,3.99,Upland Sandpiper
74,Calidris,Calidris alba,3.93,Sanderling
74,Calidris,Calidris alpina,4,Dunlin
74,Calidris,Calidris bairdii,4,Baird's Sandpiper
74,Calidris,Calidris canutus,3.87,Red Knot
74,Calidris,Calidris fuscicollis,3.98,White-rumped Sandpiper
74,Calidris,Calidris maritima,3.87,Purple Sandpiper
74,Calidris,Calidris mauri,4,Western Sandpiper
74,Calidris,Calidris melanotos,3.95,Pectoral Sandpiper
74,Calidris,Calidris minuta,3.84,Little Stint
74,Calidris,Calidris minutilla,4,Least Sandpiper
74,Calidris,Calidris ptilocnemis,3.9,Rock Sandpiper
74,Calidris,Calidris pusilla,4,Semipalmated Sandpiper
74,Calidris,Calidris temminckii,3.98,Temminck's Stint
74,Catoptrophorus,Catoptrophorus semipalmatus,3.89,Willet
74,Coenocorypha,Coenocorypha aucklandica,2.02,Subantarctic Snipe
74,Coenocorypha,Coenocorypha pusilla,2.06,Chatham Islands Snipe
74,Gallinago,Gallinago gallinago,3.89,Common Snipe
74,Gallinago,Gallinago media,4,Great Snipe
74,Gallinago,Gallinago nigripennis,2.5,African Snipe
74,Gallinago,Gallinago stenura,4,Pintail Snipe
74,Limicola,Limicola falcinellus,4,Broad-billed Sandpiper
74,Limnodromus,Limnodromus griseus,3.98,Short-billed Dowitcher
74,Limnodromus,Limnodromus scolopaceus,3.9,Long-billed Dowitcher
74,Limosa,Limosa fedoa,3.95,Marbled Godwit
74,Limosa,Limosa haemastica,3.88,Hudsonian Godwit
74,Limosa,Limosa lapponica,3.72,Bar-tailed Godwit
74,Limosa,Limosa limosa,3.86,Black-tailed Godwit
74,Lymnocryptes,Lymnocryptes minimus,4,Jack Snipe
74,Numenius,Numenius americanus,3.91,Long-billed Curlew
74,Numenius,Numenius arquata,3.83,Eurasian Curlew
74,Numenius,Numenius borealis,3.36,Eskimo Curlew
74,Numenius,Numenius phaeopus,3.7,Whimbrel
74,Numenius,Numenius tahitiensis,3.85,Bristle-thighed Curlew
74,Phalaropus,Phalaropus fulicaria,3.81,Red Phalarope
74,Phalaropus,Phalaropus lobatus,3.91,Red-necked Phalarope
74,Philomachus,Philomachus pugnax,3.72,Ruff
74,Scolopax,Scolopax minor,3.9,American Woodcock
74,Scolopax,Scolopax rusticola,3.84,Eurasian Woodcock
74,Tringa,Tringa erythropus,4,Spotted Redshank
74,Tringa,Tringa flavipes,4,Lesser Yellowlegs
74,Tringa,Tringa glareola,4,Wood Sandpiper
74,Tringa,Tringa melanoleuca,3.7,Greater Yellowlegs
74,Tringa,Tringa nebularia,3.91,Common Greenshank
74,Tringa,Tringa ochropus,4,Green Sandpiper
74,Tringa,Tringa solitaria,4,Solitary Sandpiper
74,Tringa,Tringa stagnatilis,4,Marsh Sandpiper
74,Tringa,Tringa totanus,3.92,Common Redshank
74,Tryngites,Tryngites subruficollis,4,Buff-breasted Sandpiper
75,Rostratula,Rostratula benghalensis,3.88,Greater Painted-snipe
76,Actophilornis,Actophilornis africanus,4,African Jacana
76,Irediparra,Irediparra gallinacea,4,Comb-crested Jacana
76,Jacana,Jacana spinosa,3.91,Northern Jacana
76,Microparra,Microparra capensis,3,Lesser Jacana
77,Chionis,Chionis alba,2.38,Snowy Sheathbill
77,Chionis,Chionis minor,2.09,Black-faced Sheathbill
79,Burhinus,Burhinus capensis,2,Spotted Thick-knee
79,Burhinus,Burhinus grallarius,1.86,Bush Thick-knee
79,Burhinus,Burhinus oedicnemus,1.9,Eurasian Thick-knee
79,Burhinus,Burhinus senegalensis,2,Senegal Thick-knee
79,Burhinus,Burhinus vermiculatus,2,Water Thick-knee
80,Anarhynchus,Anarhynchus frontalis,1.95,Wrybill
80,Charadrius,Charadrius alexandrinus,2.91,Kentish Plover
80,Charadrius,Charadrius asiaticus,3,Caspian Plover
80,Charadrius,Charadrius bicinctus,2.93,Double-banded Plover
80,Charadrius,Charadrius dubius,3.88,Little Ringed Plover
80,Charadrius,Charadrius hiaticula,3.79,Common Ringed Plover
80,Charadrius,Charadrius leschenaultii,2.77,Greater Sand Plover
80,Charadrius,Charadrius marginatus,1.97,White-fronted Plover
80,Charadrius,Charadrius melodus,3.64,Piping Plover
80,Charadrius,Charadrius montanus,2.9,Mountain Plover
80,Charadrius,Charadrius obscurus,2.8,Red-breasted Plover
80,Charadrius,Charadrius pecuarius,1.88,Kittlitz's Plover
80,Charadrius,Charadrius ruficapillus,2,Red-capped Plover
80,Charadrius,Charadrius semipalmatus,3.79,Semipalmated Plover
80,Charadrius,Charadrius tricollaris,2.37,Three-banded Plover
80,Charadrius,Charadrius vociferus,4,Killdeer
80,Charadrius,Charadrius wilsonia,2.91,Wilson's Plover
80,Cladorhynchus,Cladorhynchus leucocephalus,3,Banded Stilt
80,Erythrogonys,Erythrogonys cinctus,3.66,Red-kneed Dotterel
80,Haematopus,Haematopus bachmani,2.48,Black Oystercatcher
80,Haematopus,Haematopus finschi,2.33,South Island Oystercatcher
80,Haematopus,Haematopus fuliginosus,1.8,Sooty Oystercatcher
80,Haematopus,Haematopus longirostris,2.08,Pied Oystercatcher
80,Haematopus,Haematopus moquini,3.88,African Oystercatcher
80,Haematopus,Haematopus ostralegus,2.77,Eurasian Oystercatcher
80,Haematopus,Haematopus palliatus,2.45,American Oystercatcher
80,Haematopus,Haematopus unicolor,2.4,Variable Oystercatcher
80,Himantopus,Himantopus himantopus,3.91,Black-winged Stilt
80,Himantopus,Himantopus mexicanus,3.69,Black-necked Stilt
80,Himantopus,Himantopus novaezelandiae,4,Black Stilt
80,Pluvialis,Pluvialis apricaria,3.85,Eurasian Golden-Plover
80,Pluvialis,Pluvialis dominica,3.93,American Golden-Plover
80,Pluvialis,Pluvialis fulva,3.94,Pacific Golden-Plover
80,Pluvialis,Pluvialis squatarola,3.96,Grey Plover
80,Recurvirostra,Recurvirostra americana,3.78,American Avocet
80,Recurvirostra,Recurvirostra avosetta,3.89,Pied Avocet
80,Recurvirostra,Recurvirostra novaehollandiae,3.9,Red-necked Avocet
80,Thinornis,Thinornis novaeseelandiae,2.8,Shore Plover
80,Vanellus,Vanellus albiceps,3.1,White-headed Lapwing
80,Vanellus,Vanellus armatus,3.1,Blacksmith Lapwing
80,Vanellus,Vanellus coronatus,2.6,Crowned Lapwing
80,Vanellus,Vanellus crassirostris,3,Long-toed Lapwing
80,Vanellus,Vanellus lugubris,3,Senegal Lapwing
80,Vanellus,Vanellus melanocephalus,4,Spot-breasted Lapwing
80,Vanellus,Vanellus melanopterus,3,Black-winged Lapwing
80,Vanellus,Vanellus miles,3.62,Masked Lapwing
80,Vanellus,Vanellus senegallus,2.5,Wattled Lapwing
80,Vanellus,Vanellus spinosus,3.5,Spur-winged Lapwing
80,Vanellus,Vanellus superciliosus,3.5,Brown-chested Lapwing
80,Vanellus,Vanellus tectus,2.2,Black-headed Lapwing
80,Vanellus,Vanellus tricolor,3.77,Banded Lapwing
80,Vanellus,Vanellus vanellus,3.85,Northern Lapwing
81,Cursorius,Cursorius cursor,2,Cream-colored Courser
81,Cursorius,Cursorius rufus,1.9,Burchell's Courser
81,Dromas,Dromas ardeola,1,Crab Plover
81,Glareola,Glareola nordmanni,3.57,Black-winged Pratincole
81,Glareola,Glareola nuchalis,1.56,Rock Pratincole
81,Glareola,Glareola pratincola,3,Collared Pratincole
81,Pluvianus,Pluvianus aegyptius,2.4,Crocodile-bird
81,Stiltia,Stiltia isabella,1.9,Australian Pratincole
82,Aethia,Aethia cristatella,1,Crested Auklet
82,Aethia,Aethia pusilla,1,Least Auklet
82,Aethia,Aethia pygmaea,1,Whiskered Auklet
82,Alca,Alca torda,1,Razorbill
82,Alle,Alle alle,1,Dovekie
82,Anous,Anous minutus,1,Black Noddy
82,Anous,Anous stolidus,1,Brown Noddy
82,Anous,Anous tenuirostris,1,Lesser Noddy
82,Brachyramphus,Brachyramphus marmoratus,1,Marbled Murrelet
82,Catharacta,Catharacta maccormicki,1.8,South Polar Skua
82,Catharacta,Catharacta skua,2,Great Skua
82,Cepphus,Cepphus columba,1.55,Pigeon Guillemot
82,Cepphus,Cepphus grylle,1.83,Black Guillemot
82,Cerorhinca,Cerorhinca monocerata,1,Rhinoceros Auklet
82,Chlidonias,Chlidonias hybridus,2.77,Whiskered Tern
82,Chlidonias,Chlidonias leucopterus,2.82,White-winged Tern
82,Chlidonias,Chlidonias niger,2.6,Black Tern
82,Fratercula,Fratercula arctica,1,Atlantic Puffin
82,Fratercula,Fratercula cirrhata,1,Tufted Puffin
82,Fratercula,Fratercula corniculata,1,Horned Puffin
82,Gygis,Gygis alba,1,Common White-Tern
82,Larus,Larus argentatus,2.6,Herring Gull
82,Larus,Larus atricilla,2.51,Laughing Gull
82,Larus,Larus audouinii,2.49,Audouin's Gull
82,Larus,Larus bulleri,1.85,Black-billed Gull
82,Larus,Larus californicus,2.1,California Gull
82,Larus,Larus canus,2.8,Mew Gull
82,Larus,Larus cirrocephalus,2.42,Grey-headed Gull
82,Larus,Larus delawarensis,2.88,Ring-billed Gull
82,Larus,Larus dominicanus,2.35,Kelp Gull
82,Larus,Larus fuscus,2.71,Lesser Black-backed Gull
82,Larus,Larus genei,2,Slender-billed Gull
82,Larus,Larus glaucescens,2.7,Glaucous-winged Gull
82,Larus,Larus glaucoides,2.25,Iceland Gull
82,Larus,Larus hartlaubii,1.8,King Gull
82,Larus,Larus heermanni,1.52,Heermann's Gull
82,Larus,Larus hemprichii,2.42,Sooty Gull
82,Larus,Larus hyperboreus,2.57,Glaucous Gull
82,Larus,Larus ichthyaetus,2.11,Great Black-headed Gull
82,Larus,Larus leucophthalmus,2.5,White-eyed Gull
82,Larus,Larus livens,2.63,Yellow-footed Gull
82,Larus,Larus marinus,2.8,Great Black-backed Gull
82,Larus,Larus melanocephalus,3,Mediterranean Gull
82,Larus,Larus minutus,2.75,Little Gull
82,Larus,Larus novaehollandiae,2.05,Silver Gull
82,Larus,Larus occidentalis,3,Western Gull
82,Larus,Larus pacificus,2.2,Pacific Gull
82,Larus,Larus philadelphia,2.58,Bonaparte's Gull
82,Larus,Larus pipixcan,2.5,Franklin's Gull
82,Larus,Larus ridibundus,2.54,Common Black-headed Gull
82,Pagophila,Pagophila eburnea,1.5,Ivory Gull
82,Rissa,Rissa tridactyla,2.01,Black-legged Kittiwake
82,Rynchops,Rynchops flavirostris,1.8,African Skimmer
82,Rynchops,Rynchops niger,3.5,Black Skimmer
82,Stercorarius,Stercorarius longicaudus,1.77,Long-tailed Jaeger
82,Stercorarius,Stercorarius parasiticus,1.87,Parasitic Jaeger
82,Stercorarius,Stercorarius pomarinus,1.96,Pomarine Jaeger
82,Sterna,Sterna albifrons,2.2,Little Tern
82,Sterna,Sterna aleutica,1.74,Aleutian Tern
82,Sterna,Sterna anaethetus,1,Bridled Tern
82,Sterna,Sterna antillarum,2,Least Tern
82,Sterna,Sterna balaenarum,1,Damara Tern
82,Sterna,Sterna bergii,1,Great Crested-Tern
82,Sterna,Sterna caspia,2.35,Caspian Tern
